1101203,MINISTRO ANDREAZZA,RO,Norte,677,103680.0,201607,2,3,4
1101302,MIRANTE DA SERRA,RO,Norte,666,99607.0,201607,2,3,4
1101401,MONTE NEGRO,RO,Norte,891,149614.0,201607,2,3,4
1100148,NOVA BRASILÂNDIA D'OESTE,RO,Norte,1995,324610.0,201607,2,3,4
1100338,NOVA MAMORÉ,RO,Norte,2417,416214.0,201607,2,3,4
1101435,NOVA UNIÃO,RO,Norte,431,73964.0,201607,2,3,4
1100502,NOVO HORIZONTE DO OESTE,RO,Norte,883,137173.0,201607,2,3,4
1100155,OURO PRETO DO OESTE,RO,Norte,1181,179038.0,201607,2,3,4
1101450,PARECIS,RO,Norte,414,69066.0,201607,2,3,4
1100189,PIMENTA BUENO,RO,Norte,1300,230888.0,201607,2,3,4
1101468,PIMENTEIRAS DO OESTE,RO,Norte,174,35854.0,201607,2,3,4
1100205,PORTO VELHO,RO,Norte,21918,3892279.0,201607,2,3,4
1100254,PRESIDENTE MÉDICI,RO,Norte,2003,379172.0,201607,2,3,4
1101476,PRIMAVERA DE RONDÔNIA,RO,Norte,177,29190.0,201607,2,3,4
1100262,RIO CRESPO,RO,Norte,292,53283.0,201607,2,3,4
1100288,ROLIM DE MOURA,RO,Norte,1925,303616.0,201607,2,3,4
1100296,SANTA LUZIA D'OESTE,RO,Norte,483,75469.0,201607,2,3,4
1101484,SÃO FELIPE D'OESTE,RO,Norte,232,33988.0,201607,2,3,4
1101492,SÃO FRANCISCO DO GUAPORÉ,RO,Norte,1471,236520.0,201607,2,3,4
1100320,SÃO MIGUEL DO GUAPORÉ,RO,Norte,1393,209095.0,201607,2,3,4
1101500,SERINGUEIRAS,RO,Norte,1117,172058.0,201607,2,3,4
1101559,TEIXEIRÓPOLIS,RO,Norte,331,64077.0,201607,2,3,4
1101609,THEOBROMA,RO,Norte,816,127054.0,201607,2,3,4
1101708,URUPÁ,RO,Norte,1020,172695.0,201607,2,3,4
1101757,VALE DO ANARI,RO,Norte,799,143410.0,201607,2,3,4
1101807,VALE DO PARAÍSO,RO,Norte,578,93866.0,201607,2,3,4
1100304,VILHENA,RO,Norte,3568,653722.0,201607,2,3,4
